inverter_id,st,pv,mppt,north,east,lat,lon,elev_m,slope_deg,aspect_deg,cross_slope_deg,plane_rms_m,table_east,table_north,table_lat,table_lon
WB06-INV15,17,16,4,9890693.459,459881.182,-0.9889099,116.6394114,77.19,12.804,221.0,-8.48,0.049,459888.12,9890692.624,-0.9889174,116.6394737
WB06-INV15,18,27,6,9890693.459,459896.628,-0.9889099,116.6395502,79.38,6.194,177.4,0.28,0.129,459903.566,9890692.624,-0.9889174,116.6396125
WB06-INV15,19,4,1,9890686.359,459834.844,-0.9889741,116.6389949,78.98,13.979,111.3,13.06,0.063,459841.782,9890685.524,-0.9889816,116.6390572
WB06-INV15,20,21,5,9890686.359,459850.29,-0.9889741,116.6391337,75.36,12.242,146.4,6.85,0.231,459857.228,9890685.524,-0.9889816,116.639196
WB06-INV15,21,15,4,9890686.359,459865.736,-0.9889741,116.6392725,74.0,14.909,205.3,-6.49,0.116,459872.674,9890685.524,-0.9889816,116.6393349
WB06-INV15,22,26,6,9890686.359,459881.182,-0.9889741,116.6394114,75.88,12.683,228.1,-9.51,0.057,459888.12,9890685.524,-0.9889817,116.6394737
WB06-INV15,23,25,6,9890686.359,459896.628,-0.9889741,116.6395502,78.31,8.07,189.1,-1.28,0.124,459903.566,9890685.524,-0.9889817,116.6396125
WB06-INV15,24,22,5,9890679.259,459834.844,-0.9890383,116.6389949,78.54,14.291,101.8,14.0,0.063,459841.782,9890678.424,-0.9890459,116.6390572
WB06-INV15,25,23,5,9890679.259,459850.29,-0.9890383,116.6391337,74.56,10.991,117.8,9.75,0.192,459857.228,9890678.424,-0.9890459,116.639196
WB06-INV16,1,28,6,9890679.259,459819.398,-0.9890383,116.638856,80.93,9.697,114.0,8.87,0.07,459826.336,9890678.424,-0.9890458,116.6389184
WB06-INV16,2,18,4,9890672.259,459819.398,-0.9891016,116.638856,80.61,10.474,114.2,9.57,0.056,459826.336,9890671.424,-0.9891092,116.6389184
WB06-INV16,3,27,6,9890672.259,459834.844,-0.9891016,116.6389949,78.02,13.118,91.1,13.12,0.126,459841.782,9890671.424,-0.9891092,116.6390572
WB06-INV16,4,17,4,9890665.259,459819.398,-0.9891649,116.638856,80.15,10.083,111.1,9.42,0.076,459826.336,9890664.424,-0.9891725,116.6389184
WB06-INV16,5,26,6,9890665.259,459834.844,-0.9891649,116.6389948,77.73,12.683,114.1,11.61,0.087,459841.782,9890664.424,-0.9891725,116.6390572
WB06-INV16,6,16,4,9890658.359,459803.952,-0.9892273,116.6387172,82.25,9.325,104.6,9.03,0.055,459810.89,9890657.524,-0.9892349,116.6387795
WB06-INV16,7,15,4,9890658.359,459819.398,-0.9892274,116.638856,79.82,12.032,118.4,10.62,0.068,459826.336,9890657.524,-0.9892349,116.6389184
WB06-INV16,8,20,5,9890658.359,459834.844,-0.9892274,116.6389948,76.79,11.175,121.1,9.6,0.065,459841.782,9890657.524,-0.9892349,116.6390572
WB06-INV16,9,21,5,9890658.359,459850.29,-0.9892274,116.6391337,74.2,11.592,92.4,11.58,0.055,459857.228,9890657.524,-0.989235,116.639196
WB06-INV16,10,10,3,9890651.159,459803.952,-0.9892925,116.6387172,82.14,10.764,107.0,10.3,0.059,459810.89,9890650.324,-0.9893,116.6387795
WB06-INV16,11,11,3,9890651.159,459819.398,-0.9892925,116.638856,79.33,14.082,112.3,13.07,0.107,459826.336,9890650.324,-0.9893001,116.6389184
WB06-INV16,12,22,5,9890651.159,459834.844,-0.9892925,116.6389948,76.04,12.412,131.4,9.37,0.047,459841.782,9890650.324,-0.9893001,116.6390572
WB06-INV16,13,23,5,9890651.159,459850.29,-0.9892925,116.6391337,73.62,11.692,120.0,10.16,0.089,459857.228,9890650.324,-0.9893001,116.639196
WB06-INV16,14,12,3,9890644.559,459803.952,-0.9893522,116.6387172,81.94,11.742,103.8,11.41,0.056,459810.89,9890643.724,-0.9893598,116.6387795
WB06-INV16,15,13,3,9890644.559,459819.398,-0.9893522,116.638856,78.85,12.588,81.6,12.46,0.073,459826.336,9890643.724,-0.9893598,116.6389184
WB06-INV16,16,14,3,9890644.559,459834.844,-0.9893522,116.6389948,75.41,12.256,94.8,12.21,0.139,459841.782,9890643.724,-0.9893598,116.6390572
WB06-INV16,17,1,1,9890637.859,459788.506,-0.9894128,116.6385783,82.97,4.568,131.6,3.42,0.066,459795.444,9890637.024,-0.9894204,116.6386407
WB06-INV16,18,2,1,9890637.859,459803.952,-0.9894128,116.6387172,81.7,10.872,87.7,10.86,0.043,459810.89,9890637.024,-0.9894204,116.6387795
WB06-INV16,19,6,2,9890637.859,459819.398,-0.9894128,116.638856,78.77,9.081,76.8,8.84,0.056,459826.336,9890637.024,-0.9894204,116.6389183
WB06-INV16,20,7,2,9890637.859,459834.844,-0.9894128,116.6389948,76.18,15.371,56.1,12.85,0.131,459841.782,9890637.024,-0.9894204,116.6390572
WB06-INV16,21,3,1,9890631.359,459789.338,-0.9894716,116.6385858,82.57,4.663,140.6,2.96,0.03,459795.444,9890630.524,-0.9894792,116.6386407
WB06-INV16,22,4,1,9890631.359,459803.952,-0.9894716,116.6387172,81.71,9.199,79.0,9.03,0.077,459810.89,9890630.524,-0.9894792,116.6387795
WB06-INV16,23,8,2,9890631.359,459819.398,-0.9894716,116.638856,79.15,10.965,72.0,10.44,0.039,459826.336,9890630.524,-0.9894792,116.6389183
WB06-INV16,24,9,2,9890631.359,459834.844,-0.9894716,116.6389948,76.42,10.077,74.1,9.7,0.078,459841.782,9890630.524,-0.9894792,116.6390572
WB06-INV16,25,25,6,9890665.259,459850.29,-0.989165,116.6391337,74.4,11.864,92.1,11.86,0.149,459857.228,9890664.424,-0.9891725,116.639196
WB06-INV17,1,20,5,9890624.859,459788.506,-0.9895304,116.6385783,82.12,5.407,152.1,2.54,0.05,459795.444,9890624.024,-0.989538,116.6386407
WB06-INV17,2,6,2,9890624.859,459803.952,-0.9895304,116.6387172,81.24,5.225,103.1,5.09,0.055,459810.89,9890624.024,-0.989538,116.6387795
WB06-INV17,3,18,4,9890624.859,459818.898,-0.9895304,116.6388515,79.69,10.433,75.0,10.08,0.033,459826.336,9890624.024,-0.989538,116.6389183
WB06-INV17,4,17,4,9890624.859,459834.844,-0.9895304,116.6389948,76.83,10.673,78.0,10.44,0.056,459841.782,9890624.024,-0.989538,116.6390572
WB06-INV17,5,16,4,9890624.859,459850.29,-0.9895305,116.6391336,73.94,14.329,85.3,14.28,0.056,459857.228,9890624.024,-0.989538,116.639196
WB06-INV17,6,28,6,9890618.659,459773.06,-0.9895865,116.6384395,81.42,12.21,173.6,1.38,0.064,459779.998,9890617.824,-0.989594,116.6385018
WB06-INV17,7,21,5,9890618.659,459788.506,-0.9895865,116.6385783,81.07,9.78,181.4,-0.24,0.066,459795.444,9890617.824,-0.9895941,116.6386407
WB06-INV17,8,7,2,9890618.659,459803.952,-0.9895865,116.6387171,80.94,5.206,126.7,4.18,0.049,459810.89,9890617.824,-0.9895941,116.6387795
WB06-INV17,9,1,1,9890618.659,459819.398,-0.9895865,116.638856,79.64,9.408,89.0,9.41,0.039,459826.336,9890617.824,-0.9895941,116.6389183
WB06-INV17,10,2,1,9890618.659,459834.844,-0.9895865,116.6389948,77.18,11.751,91.2,11.75,0.06,459841.782,9890617.824,-0.9895941,116.6390572
WB06-INV17,11,3,1,9890618.659,459850.29,-0.9895866,116.6391336,73.85,13.706,95.5,13.65,0.048,459857.228,9890617.824,-0.9895941,116.639196
WB06-INV17,12,27,6,9890612.259,459773.06,-0.9896444,116.6384395,79.94,14.112,174.9,1.28,0.118,459779.998,9890611.424,-0.9896519,116.6385018
WB06-INV17,13,22,5,9890612.259,459788.506,-0.9896444,116.6385783,79.63,12.415,187.2,-1.58,0.065,459795.444,9890611.424,-0.989652,116.6386407
WB06-INV17,14,8,2,9890612.259,459803.952,-0.9896444,116.6387171,80.18,6.515,161.1,2.12,0.115,459810.89,9890611.424,-0.989652,116.6387795
WB06-INV17,15,10,3,9890612.259,459819.398,-0.9896444,116.638856,79.55,8.613,89.8,8.61,0.056,459826.336,9890611.424,-0.989652,116.6389183
WB06-INV17,16,11,3,9890612.259,459834.844,-0.9896444,116.6389948,77.16,13.016,89.8,13.02,0.084,459841.782,9890611.424,-0.989652,116.6390572
WB06-INV17,17,4,1,9890612.259,459851.137,-0.9896445,116.6391412,73.46,12.501,91.0,12.5,0.092,459857.228,9890611.424,-0.989652,116.639196
WB06-INV17,18,26,6,9890605.659,459757.614,-0.9897041,116.6383007,80.27,12.729,149.5,6.54,0.054,459764.552,9890604.824,-0.9897116,116.638363
WB06-INV17,19,25,6,9890605.659,459773.06,-0.9897041,116.6384395,78.56,13.424,171.5,2.02,0.169,459779.998,9890604.824,-0.9897117,116.6385018
WB06-INV17,20,23,5,9890605.659,459788.506,-0.9897041,116.6385783,78.05,11.17,196.2,-3.15,0.086,459795.444,9890604.824,-0.9897117,116.6386407
WB06-INV17,21,9,2,9890605.659,459803.952,-0.9897041,116.6387171,79.01,6.277,199.8,-2.13,0.143,459810.89,9890604.824,-0.9897117,116.6387795
WB06-INV17,22,12,3,9890605.659,459819.398,-0.9897041,116.638856,79.26,6.788,88.6,6.79,0.071,459826.336,9890604.824,-0.9897117,116.6389183
WB06-INV17,23,13,3,9890605.659,459834.844,-0.9897042,116.6389948,77.31,12.493,71.5,11.87,0.094,459841.782,9890604.824,-0.9897117,116.6390571
WB06-INV17,24,14,3,9890605.659,459850.29,-0.9897042,116.6391336,73.84,15.304,40.4,10.06,0.057,459857.228,9890604.824,-0.9897117,116.639196
WB06-INV17,25,15,4,9890631.359,459850.29,-0.9894717,116.6391336,73.62,13.684,77.3,13.36,0.06,459857.228,9890630.524,-0.9894792,116.639196
WB06-INV18,1,20,5,9890728.759,459884.988,-0.9885905,116.6394456,85.13,5.852,118.2,5.16,0.053,459891.926,9890727.924,-0.9885981,116.639508
WB06-INV18,2,21,5,9890728.759,459900.434,-0.9885905,116.6395844,83.73,8.988,94.4,8.96,0.122,459907.372,9890727.924,-0.9885981,116.6396468
WB06-INV18,3,6,2,9890728.759,459915.88,-0.9885905,116.6397233,81.5,8.473,78.3,8.3,0.085,459922.818,9890727.924,-0.9885981,116.6397856
WB06-INV18,4,7,2,9890728.759,459931.326,-0.9885905,116.6398621,79.3,9.738,65.4,8.87,0.125,459938.264,9890727.924,-0.9885981,116.6399244
WB06-INV18,5,8,2,9890728.759,459946.793,-0.9885906,116.6400011,77.07,5.157,96.2,5.13,0.288,459953.73,9890727.924,-0.9885981,116.6400634
WB06-INV18,6,22,5,9890722.059,459881.182,-0.9886511,116.6394114,84.56,11.997,165.5,3.05,0.078,459888.12,9890721.224,-0.9886587,116.6394737
WB06-INV18,7,23,5,9890722.059,459896.628,-0.9886511,116.6395502,83.44,8.997,135.2,6.37,0.055,459903.566,9890721.224,-0.9886587,116.6396126
WB06-INV18,8,1,1,9890722.059,459912.074,-0.9886511,116.639689,81.72,9.676,123.9,8.05,0.04,459919.012,9890721.224,-0.9886587,116.6397514
WB06-INV18,9,2,1,9890722.059,459927.52,-0.9886512,116.6398279,79.61,15.893,132.6,11.84,0.1,459934.458,9890721.224,-0.9886587,116.6398902
WB06-INV18,10,10,3,9890722.059,459942.966,-0.9886512,116.6399667,76.43,11.917,152.7,5.53,0.161,459949.904,9890721.224,-0.9886587,116.640029
WB06-INV18,11,3,1,9890714.659,459912.074,-0.9887181,116.639689,80.92,10.519,128.8,8.23,0.036,459919.012,9890713.824,-0.9887257,116.6397514
WB06-INV18,12,4,1,9890714.659,459927.52,-0.9887181,116.6398279,78.55,14.451,120.6,12.51,0.048,459934.458,9890713.824,-0.9887257,116.6398902
WB06-INV18,13,11,3,9890714.659,459942.966,-0.9887181,116.6399667,75.21,12.723,143.4,7.67,0.161,459949.904,9890713.824,-0.9887257,116.640029
WB06-INV18,14,12,3,9890707.459,459912.119,-0.9887832,116.6396894,80.12,9.192,116.0,8.28,0.07,459919.012,9890706.624,-0.9887908,116.6397514
WB06-INV18,15,13,3,9890707.459,459927.52,-0.9887832,116.6398279,77.72,11.357,106.4,10.91,0.064,459934.458,9890706.624,-0.9887908,116.6398902
WB06-INV18,16,14,3,9890707.459,459942.966,-0.9887833,116.6399667,74.67,10.701,77.7,10.46,0.108,459949.904,9890706.624,-0.9887908,116.640029
WB06-INV18,17,18,4,9890700.559,459912.074,-0.9888457,116.639689,79.51,9.26,118.3,8.17,0.058,459919.012,9890699.724,-0.9888532,116.6397514
WB06-INV18,18,17,4,9890700.559,459927.52,-0.9888457,116.6398278,77.24,10.014,108.5,9.51,0.093,459934.458,9890699.724,-0.9888532,116.6398902
WB06-INV18,19,9,2,9890700.559,459942.966,-0.9888457,116.6399667,74.61,10.15,91.0,10.15,0.067,459949.904,9890699.724,-0.9888533,116.640029
WB06-INV18,20,16,4,9890693.459,459912.074,-0.9889099,116.639689,79.06,8.823,107.4,8.43,0.066,459919.012,9890692.624,-0.9889175,116.6397514
WB06-INV18,21,15,4,9890693.459,459927.52,-0.9889099,116.6398278,76.67,9.216,112.8,8.51,0.083,459934.458,9890692.624,-0.9889175,116.6398902
WB06-INV18,22,28,6,9890693.459,459942.966,-0.9889099,116.6399667,74.34,8.941,101.9,8.75,0.05,459949.904,9890692.624,-0.9889175,116.640029
WB06-INV18,23,27,6,9890686.359,459912.074,-0.9889741,116.639689,78.49,9.856,124.8,8.12,0.094,459919.012,9890685.524,-0.9889817,116.6397514
WB06-INV18,24,26,6,9890686.359,459927.52,-0.9889741,116.6398278,76.19,8.556,112.2,7.93,0.075,459934.458,9890685.524,-0.9889817,116.6398902
WB06-INV18,25,25,6,9890686.359,459942.966,-0.9889742,116.6399667,74.0,8.504,103.3,8.28,0.044,459949.904,9890685.524,-0.9889817,116.640029
WB06-INV19,1,1,1,9890679.259,459865.736,-0.9890383,116.6392725,72.21,10.892,230.7,-8.47,0.142,459872.674,9890678.424,-0.9890459,116.6393349
WB06-INV19,2,2,1,9890679.259,459881.182,-0.9890383,116.6394113,74.53,12.889,234.3,-10.53,0.049,459888.12,9890678.424,-0.9890459,116.6394737
WB06-INV19,3,3,1,9890679.259,459896.628,-0.9890383,116.6395502,77.38,6.59,197.5,-1.99,0.138,459903.566,9890678.424,-0.9890459,116.6396125
WB06-INV19,4,10,3,9890679.259,459912.074,-0.9890384,116.639689,77.71,8.96,127.7,7.11,0.101,459919.012,9890678.424,-0.9890459,116.6397514
WB06-INV19,5,11,3,9890679.259,459927.52,-0.9890384,116.6398278,75.57,8.363,119.7,7.28,0.042,459934.458,9890678.424,-0.9890459,116.6398902
WB06-INV19,6,12,3,9890679.259,459942.966,-0.9890384,116.6399667,73.67,9.115,116.9,8.14,0.052,459949.904,9890678.424,-0.989046,116.640029
WB06-INV19,7,6,2,9890672.259,459881.182,-0.9891017,116.6394113,73.75,11.253,236.2,-9.39,0.109,459888.12,9890671.424,-0.9891092,116.6394737
WB06-INV19,8,4,1,9890672.259,459896.628,-0.9891017,116.6395502,76.37,8.615,201.5,-3.18,0.114,459903.566,9890671.424,-0.9891092,116.6396125
WB06-INV19,9,13,3,9890672.259,459912.119,-0.9891017,116.6396894,76.93,8.947,128.8,7.0,0.057,459919.012,9890671.424,-0.9891093,116.6397513
WB06-INV19,10,14,3,9890672.259,459927.565,-0.9891017,116.6398282,75.1,9.278,128.1,7.33,0.086,459934.458,9890671.424,-0.9891093,116.6398902
WB06-INV19,11,18,4,9890672.259,459943.011,-0.9891017,116.6399671,73.13,10.938,123.7,9.13,0.044,459949.904,9890671.424,-0.9891093,116.640029
WB06-INV19,12,7,2,9890665.259,459881.227,-0.989165,116.6394117,73.17,9.594,237.3,-8.1,0.057,459888.12,9890664.424,-0.9891726,116.6394737
WB06-INV19,13,8,2,9890665.259,459896.673,-0.989165,116.6395506,75.36,6.191,227.0,-4.54,0.112,459903.566,9890664.424,-0.9891726,116.6396125
WB06-INV19,14,17,4,9890665.259,459912.119,-0.989165,116.6396894,76.36,7.051,117.8,6.24,0.048,459919.012,9890664.424,-0.9891726,116.6397513
WB06-INV19,15,16,4,9890665.259,459927.565,-0.989165,116.6398282,74.53,8.936,115.2,8.1,0.092,459934.458,9890664.424,-0.9891726,116.6398902
WB06-INV19,16,15,4,9890665.259,459943.011,-0.9891651,116.639967,72.37,10.755,119.8,9.36,0.046,459949.904,9890664.424,-0.9891726,116.640029
WB06-INV19,17,20,5,9890658.359,459881.227,-0.9892274,116.6394117,72.58,9.619,238.8,-8.25,0.055,459888.12,9890657.524,-0.989235,116.6394737
WB06-INV19,18,9,2,9890658.359,459896.673,-0.9892274,116.6395506,74.84,6.378,218.7,-4.0,0.116,459903.566,9890657.524,-0.989235,116.6396125
WB06-INV19,19,28,6,9890658.359,459912.119,-0.9892274,116.6396894,75.81,8.538,132.4,6.33,0.072,459919.012,9890657.524,-0.989235,116.6397513
WB06-INV19,20,27,6,9890658.359,459927.065,-0.9892275,116.6398237,74.19,10.902,119.8,9.49,0.05,459934.458,9890657.524,-0.989235,116.6398902
WB06-INV19,21,26,6,9890658.359,459943.011,-0.9892275,116.639967,71.67,10.081,123.2,8.46,0.043,459949.904,9890657.524,-0.989235,116.640029
WB06-INV19,22,21,5,9890651.159,459881.227,-0.9892926,116.6394117,71.91,9.709,236.6,-8.13,0.061,459888.12,9890650.324,-0.9893001,116.6394737
WB06-INV19,23,22,5,9890651.159,459896.673,-0.9892926,116.6395505,74.19,6.561,218.8,-4.12,0.099,459903.566,9890650.324,-0.9893001,116.6396125
WB06-INV19,24,25,6,9890651.159,459912.119,-0.9892926,116.6396894,75.08,10.134,137.9,6.83,0.039,459919.012,9890650.324,-0.9893002,116.6397513
WB06-INV19,25,23,5,9890651.159,459927.565,-0.9892926,116.6398282,73.26,10.266,122.5,8.68,0.056,459934.458,9890650.324,-0.9893002,116.6398902
WB06-INV20,1,10,3,9890644.559,459881.182,-0.9893523,116.6394113,71.45,8.386,243.9,-7.54,0.066,459888.12,9890643.724,-0.9893598,116.6394737
WB06-INV20,2,11,3,9890644.559,459896.628,-0.9893523,116.6395501,73.55,6.522,216.7,-3.91,0.12,459903.566,9890643.724,-0.9893598,116.6396125
WB06-INV20,3,12,3,9890644.646,459912.074,-0.9893515,116.639689,74.37,8.529,123.8,7.1,0.037,459919.012,9890643.724,-0.9893599,116.6397513
WB06-INV20,4,13,3,9890644.559,459927.52,-0.9893523,116.6398278,72.38,10.818,134.1,7.81,0.053,459934.458,9890643.724,-0.9893599,116.6398901
WB06-INV20,5,1,1,9890637.859,459881.182,-0.9894129,116.6394113,70.93,10.07,234.1,-8.19,0.1,459888.12,9890637.024,-0.9894204,116.6394737
WB06-INV20,6,2,1,9890637.859,459896.628,-0.9894129,116.6395501,72.91,8.244,200.5,-2.9,0.1,459903.566,9890637.024,-0.9894205,116.6396125
WB06-INV20,7,14,3,9890637.859,459912.074,-0.9894129,116.639689,73.64,9.102,135.5,6.41,0.05,459919.012,9890637.024,-0.9894205,116.6397513
WB06-INV20,8,18,4,9890637.859,459927.52,-0.9894129,116.6398278,71.82,10.807,118.5,9.52,0.042,459934.458,9890637.024,-0.9894205,116.6398901
WB06-INV20,9,3,1,9890631.359,459881.182,-0.9894717,116.6394113,70.21,9.113,244.3,-8.22,0.084,459888.12,9890630.524,-0.9894793,116.6394737
WB06-INV20,10,4,1,9890631.359,459896.628,-0.9894717,116.6395501,72.43,3.691,198.8,-1.19,0.12,459903.566,9890630.524,-0.9894793,116.6396125
WB06-INV20,11,17,4,9890631.359,459912.074,-0.9894717,116.639689,72.73,7.665,136.0,5.34,0.094,459919.012,9890630.524,-0.9894793,116.6397513
WB06-INV20,12,16,4,9890631.359,459927.52,-0.9894717,116.6398278,71.12,9.591,118.2,8.47,0.052,459934.458,9890630.524,-0.9894793,116.6398901
WB06-INV20,13,6,2,9890624.859,459896.628,-0.9895305,116.6395501,72.02,6.566,200.4,-2.3,0.129,459903.566,9890624.024,-0.9895381,116.6396125
WB06-INV20,14,15,4,9890624.859,459912.074,-0.9895305,116.6396889,72.38,7.161,114.0,6.55,0.048,459919.012,9890624.024,-0.9895381,116.6397513
WB06-INV20,15,28,6,9890624.859,459927.52,-0.9895305,116.6398278,70.6,7.95,108.4,7.55,0.045,459934.458,9890624.024,-0.9895381,116.6398901
WB06-INV20,16,7,2,9890618.659,459896.628,-0.9895866,116.6395501,71.09,7.713,206.9,-3.51,0.14,459903.566,9890617.824,-0.9895942,116.6396125
WB06-INV20,17,27,6,9890618.659,459912.074,-0.9895866,116.6396889,71.95,7.64,120.4,6.6,0.079,459919.012,9890617.824,-0.9895942,116.6397513
WB06-INV20,18,26,6,9890618.659,459927.52,-0.9895866,116.6398278,70.21,7.699,116.3,6.91,0.055,459934.458,9890617.824,-0.9895942,116.6398901
WB06-INV20,19,8,2,9890612.259,459896.628,-0.9896445,116.6395501,70.33,7.442,213.4,-4.11,0.107,459903.566,9890611.424,-0.9896521,116.6396125
WB06-INV20,20,25,6,9890612.259,459912.074,-0.9896445,116.6396889,71.32,7.297,125.4,5.96,0.105,459919.012,9890611.424,-0.9896521,116.6397513
WB06-INV20,21,9,2,9890605.659,459896.628,-0.9897042,116.6395501,69.64,8.537,209.7,-4.25,0.05,459903.566,9890604.824,-0.9897118,116.6396125
WB06-INV20,22,20,5,9890605.659,459912.074,-0.9897042,116.6396889,70.65,8.499,144.3,4.98,0.135,459919.012,9890604.824,-0.9897118,116.6397513
WB06-INV20,23,21,5,9890598.559,459912.074,-0.9897685,116.6396889,69.8,7.278,144.5,4.24,0.128,459919.012,9890597.724,-0.989776,116.6397513
WB06-INV20,24,22,5,9890591.259,459912.074,-0.9898345,116.6396889,69.16,5.362,137.8,3.61,0.053,459919.012,9890590.424,-0.9898421,116.6397513
WB06-INV20,25,23,5,9890584.259,459912.074,-0.9898978,116.6396889,68.53,2.773,142.3,1.7,0.078,459919.012,9890583.324,-0.9899063,116.6397513
WB07-INV01,1,25,6,9890979.325,459481.929,-0.9863232,116.6358232,68.42,21.803,309.4,-17.18,0.084,459488.866,9890978.49,-0.9863308,116.6358855
WB07-INV01,2,26,6,9890979.325,459497.375,-0.9863232,116.635962,72.91,16.024,314.1,-11.65,0.101,459504.312,9890978.49,-0.9863308,116.6360244
WB07-INV01,3,27,6,9890979.325,459512.821,-0.9863232,116.6361008,76.09,13.322,326.6,-7.43,0.072,459519.758,9890978.49,-0.9863308,116.6361632
WB07-INV01,4,28,6,9890979.325,459528.267,-0.9863233,116.6362397,78.05,12.278,325.8,-6.97,0.033,459535.204,9890978.49,-0.9863308,116.636302
WB07-INV01,5,15,4,9890970.725,459466.483,-0.986401,116.6356844,68.22,14.742,330.9,-7.29,0.101,459473.42,9890969.89,-0.9864086,116.6357467
WB07-INV01,6,16,4,9890970.725,459481.929,-0.986401,116.6358232,70.46,20.114,304.1,-16.87,0.071,459488.866,9890969.89,-0.9864086,116.6358855
WB07-INV01,7,17,4,9890970.725,459497.375,-0.986401,116.635962,75.03,13.577,317.6,-9.25,0.088,459504.312,9890969.89,-0.9864086,116.6360244
WB07-INV01,8,20,5,9890970.725,459512.821,-0.986401,116.6361008,77.51,8.559,321.0,-5.41,0.079,459519.758,9890969.89,-0.9864086,116.6361632
WB07-INV01,9,21,5,9890970.725,459528.267,-0.9864011,116.6362397,79.1,8.408,304.7,-6.93,0.05,459535.204,9890969.89,-0.9864086,116.636302
WB07-INV01,10,18,4,9890962.725,459466.483,-0.9864734,116.6356843,69.81,13.032,328.5,-6.9,0.169,459473.42,9890961.89,-0.9864809,116.6357467
WB07-INV01,11,1,1,9890962.725,459481.929,-0.9864734,116.6358232,71.89,18.561,295.0,-16.93,0.082,459488.866,9890961.89,-0.986481,116.6358855
WB07-INV01,12,2,1,9890962.725,459497.375,-0.9864734,116.635962,76.35,11.002,307.6,-8.76,0.075,459504.312,9890961.89,-0.986481,116.6360244
WB07-INV01,13,22,5,9890962.725,459512.821,-0.9864734,116.6361008,78.61,6.675,323.1,-4.02,0.043,459519.758,9890961.89,-0.986481,116.6361632
WB07-INV01,14,23,5,9890962.725,459528.267,-0.9864734,116.6362397,79.69,6.336,298.9,-5.55,0.114,459535.204,9890961.89,-0.986481,116.636302
WB07-INV01,15,6,2,9890954.625,459451.037,-0.9865466,116.6355455,67.22,15.213,287.1,-14.57,0.056,459457.974,9890953.79,-0.9865542,116.6356079
WB07-INV01,16,7,2,9890954.625,459466.483,-0.9865467,116.6356843,71.11,10.728,310.0,-8.26,0.111,459473.42,9890953.79,-0.9865542,116.6357467
WB07-INV01,17,3,1,9890954.625,459481.929,-0.9865467,116.6358232,73.34,16.086,289.3,-15.23,0.106,459488.866,9890953.79,-0.9865542,116.6358855
WB07-INV01,18,10,3,9890954.625,459497.775,-0.9865467,116.6359656,77.46,8.568,303.9,-7.13,0.081,459504.312,9890953.79,-0.9865543,116.6360243
WB07-INV01,19,11,3,9890954.625,459512.821,-0.9865467,116.6361008,79.31,3.357,302.6,-2.83,0.042,459519.758,9890953.79,-0.9865543,116.6361632
WB07-INV01,20,12,3,9890954.625,459528.267,-0.9865467,116.6362396,80.25,6.045,182.8,-0.3,0.108,459535.204,9890953.79,-0.9865543,116.636302
WB07-INV01,21,8,2,9890946.825,459451.537,-0.9866172,116.63555,67.65,15.406,276.9,-15.3,0.052,459457.974,9890945.99,-0.9866248,116.6356079
WB07-INV01,22,9,2,9890946.825,459466.983,-0.9866172,116.6356888,71.87,7.204,269.8,-7.2,0.095,459473.42,9890945.99,-0.9866248,116.6357467
WB07-INV01,23,4,1,9890946.825,459482.429,-0.9866172,116.6358277,73.97,17.423,294.9,-15.89,0.099,459488.866,9890945.99,-0.9866248,116.6358855
WB07-INV01,24,13,3,9890946.825,459497.875,-0.9866173,116.6359665,78.05,5.83,283.8,-5.66,0.068,459504.312,9890945.99,-0.9866248,116.6360243
WB07-INV01,25,14,3,9890946.825,459513.321,-0.9866173,116.6361053,79.59,3.057,186.9,-0.37,0.055,459519.758,9890945.99,-0.9866248,116.6361632
WB07-INV02,1,10,3,9890939.425,459451.037,-0.9866842,116.6355455,68.1,14.752,291.4,-13.78,0.063,459457.974,9890938.59,-0.9866917,116.6356079
WB07-INV02,2,11,3,9890939.425,459466.483,-0.9866842,116.6356843,71.87,12.148,305.0,-10.0,0.108,459473.42,9890938.59,-0.9866917,116.6357467
WB07-INV02,3,12,3,9890939.425,459481.929,-0.9866842,116.6358232,74.74,15.442,299.1,-13.57,0.231,459488.866,9890938.59,-0.9866918,116.6358855
WB07-INV02,4,15,4,9890939.425,459497.775,-0.9866842,116.6359656,78.47,2.913,230.0,-2.23,0.052,459504.312,9890938.59,-0.9866918,116.6360243
WB07-INV02,5,16,4,9890939.425,459512.821,-0.9866842,116.6361008,79.07,6.679,172.7,0.85,0.032,459519.758,9890938.59,-0.9866918,116.6361632
WB07-INV02,6,1,1,9890932.225,459435.591,-0.9867493,116.6354067,65.83,12.702,295.5,-11.5,0.135,459442.528,9890931.39,-0.9867568,116.635469
WB07-INV02,7,2,1,9890932.225,459451.037,-0.9867493,116.6355455,69.05,13.651,291.4,-12.74,0.072,459457.974,9890931.39,-0.9867569,116.6356078
WB07-INV02,8,13,3,9890932.225,459466.483,-0.9867493,116.6356843,72.36,15.141,295.9,-13.68,0.049,459473.42,9890931.39,-0.9867569,116.6357467
WB07-INV02,9,14,3,9890932.225,459481.929,-0.9867493,116.6358231,76.26,7.736,254.9,-7.47,0.135,459488.866,9890931.39,-0.9867569,116.6358855
WB07-INV02,10,17,4,9890932.225,459497.375,-0.9867493,116.635962,78.13,4.92,186.8,-0.58,0.069,459504.312,9890931.39,-0.9867569,116.6360243
WB07-INV02,11,18,4,9890932.225,459512.821,-0.9867494,116.6361008,78.36,8.535,164.5,2.3,0.046,459519.758,9890931.39,-0.9867569,116.6361632
